,name,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
27774,Sayh al Uhaymir 065,Valid,OC,0.058,Found,2001.0,21.035,57.26806,"(21.035000, 57.268060)"
27775,Sayh al Uhaymir 068,Valid,OC,1.165,Found,2001.0,21.32667,57.17833,"(21.326670, 57.178330)"
27776,Sayh al Uhaymir 069,Valid,OC,0.31189999999999996,Found,2001.0,20.819,57.33967,"(20.819000, 57.339670)"
27777,Sayh al Uhaymir 070,Valid,OC,0.7601,Found,2001.0,20.77517,57.28167,"(20.775170, 57.281670)"
27778,Sayh al Uhaymir 137,Valid,OC,0.00807,Found,2001.0,21.07128,57.10175,"(21.071280, 57.101750)"
27779,Sayh al Uhaymir 138,Valid,OC,0.05737,Found,2001.0,21.18372,57.21008,"(21.183720, 57.210080)"
27780,Sayh al Uhaymir 139,Valid,OC,0.10118,Found,2001.0,21.18697,57.20867,"(21.186970, 57.208670)"
27781,Sayh al Uhaymir 140,Valid,OC,2.517,Found,2001.0,21.20769,57.21136,"(21.207690, 57.211360)"
27782,Frontier Mountain 01006,Valid,OC,0.0056,Found,2001.0,-72.95167,160.50917,"(-72.951670, 160.509170)"
27783,Frontier Mountain 01007,Valid,OC,0.0026,Found,2001.0,-72.95194,160.50944,"(-72.951940, 160.509440)"
27784,Frontier Mountain 01008,Valid,OC,0.0032,Found,2001.0,-72.95194,160.50944,"(-72.951940, 160.509440)"
27785,Frontier Mountain 01009,Valid,OC,0.0067,Found,2001.0,-72.95278,160.51139,"(-72.952780, 160.511390)"
27786,Frontier Mountain 01010,Valid,OC,0.0007,Found,2001.0,-72.9525,160.5075,"(-72.952500, 160.507500)"
27787,Frontier Mountain 01011,Valid,OC,0.0116,Found,2001.0,-72.96361,160.53667,"(-72.963610, 160.536670)"
27788,Frontier Mountain 01012,Valid,AA,0.0192,Found,2001.0,-72.97111,160.33389,"(-72.971110, 160.333890)"
27789,Frontier Mountain 01013,Valid,OC,0.0114,Found,2001.0,-72.98722,160.40639,"(-72.987220, 160.406390)"
27790,Frontier Mountain 01014,Valid,OC,0.0036,Found,2001.0,-72.98889,160.405,"(-72.988890, 160.405000)"
27791,Frontier Mountain 01015,Valid,OC,0.0012,Found,2001.0,-72.98889,160.40583,"(-72.988890, 160.405830)"
27792,Frontier Mountain 01016,Valid,OC,0.0016,Found,2001.0,-72.98917,160.40583,"(-72.989170, 160.405830)"
27793,Frontier Mountain 01017,Valid,OC,0.0015,Found,2001.0,-72.98889,160.40528,"(-72.988890, 160.405280)"
27794,Frontier Mountain 01018,Valid,OC,0.0012,Found,2001.0,-72.98889,160.40472,"(-72.988890, 160.404720)"
27795,Frontier Mountain 01019,Valid,OC,0.0019,Found,2001.0,-72.99,160.40333,"(-72.990000, 160.403330)"
27796,Frontier Mountain 01020,Valid,OC,0.0023,Found,2001.0,-72.98972,160.40333,"(-72.989720, 160.403330)"
27797,Frontier Mountain 01022,Valid,OC,0.0035,Found,2001.0,-72.98667,160.4025,"(-72.986670, 160.402500)"
27798,Frontier Mountain 01023,Valid,OC,0.0033,Found,2001.0,-72.9875,160.40056,"(-72.987500, 160.400560)"
27799,Frontier Mountain 01024,Valid,OC,0.0148,Found,2001.0,-72.9525,160.51833,"(-72.952500, 160.518330)"
27800,Frontier Mountain 01025,Valid,OC,0.008,Found,2001.0,-72.98889,160.40611,"(-72.988890, 160.406110)"
27801,Frontier Mountain 01026,Valid,OC,0.0027,Found,2001.0,-72.98889,160.40556,"(-72.988890, 160.405560)"
27802,Frontier Mountain 01027,Valid,OC,0.0073,Found,2001.0,-72.99028,160.40389,"(-72.990280, 160.403890)"
27803,Frontier Mountain 01028,Valid,OC,0.0039,Found,2001.0,-72.99028,160.40444,"(-72.990280, 160.404440)"
27804,Frontier Mountain 01029,Valid,OC,0.008400000000000001,Found,2001.0,-72.99056,160.40278,"(-72.990560, 160.402780)"
27805,Frontier Mountain 01005,Valid,OC,0.0066,Found,2001.0,-72.95167,160.50889,"(-72.951670, 160.508890)"
27806,Frontier Mountain 01137,Valid,OC,0.019600000000000003,Found,2001.0,-72.99222,160.39611,"(-72.992220, 160.396110)"
27807,Frontier Mountain 01004,Valid,OC,0.0074,Found,2001.0,-72.95167,160.50889,"(-72.951670, 160.508890)"
27808,Frontier Mountain 01002,Valid,OC,0.0136,Found,2001.0,-72.9525,160.50528,"(-72.952500, 160.505280)"
27809,Sayh al Uhaymir 159,Valid,OC,0.163,Found,2001.0,21.01717,57.32033,"(21.017170, 57.320330)"
27810,Sayh al Uhaymir 163,Valid,OC,1.8773,Found,2001.0,21.03703,57.32685,"(21.037030, 57.326850)"
27811,Sayh al Uhaymir 164,Valid,OC,0.33147000000000004,Found,2001.0,20.98353,57.20102,"(20.983530, 57.201020)"
27812,Sayh al Uhaymir 165,Valid,OC,0.45715,Found,2001.0,21.02018,57.21147,"(21.020180, 57.211470)"
27813,Sayh al Uhaymir 166,Valid,OC,0.3852,Found,2001.0,21.02063,57.2131,"(21.020630, 57.213100)"
27814,Sayh al Uhaymir 167,Valid,OC,0.06804,Found,2001.0,21.16788,56.54137,"(21.167880, 56.541370)"
27815,Sayh al Uhaymir 168,Valid,OC,0.024730000000000002,Found,2001.0,21.10517,56.9963,"(21.105170, 56.996300)"
27816,Sayh al Uhaymir 176,Valid,OC,0.019,Found,2001.0,21.04833,57.25833,"(21.048330, 57.258330)"
27817,Sayh al Uhaymir 177,Valid,OC,0.048,Found,2001.0,20.995,57.325,"(20.995000, 57.325000)"
27818,Sayh al Uhaymir 190,Valid,OC,0.262,Found,2001.0,20.86333,56.20333,"(20.863330, 56.203330)"
27819,Sayh al Uhaymir 193,Valid,OC,0.052,Found,2001.0,20.8635,56.2035,"(20.863500, 56.203500)"
27820,Sayh al Uhaymir 194,Valid,OC,0.19836,Found,2001.0,21.03578,57.32825,"(21.035780, 57.328250)"
27821,Sayh al Uhaymir 202,Valid,CC,0.33586,Found,2001.0,21.07087,57.31117,"(21.070870, 57.311170)"
27822,Northwest Africa 3341,Valid,PA,0.091,Found,2001.0,,,
27823,Point Berliet,Valid,OC,42.0,Found,2001.0,20.537,9.53783,"(20.537000, 9.537830)"
27824,Erg Tiferine,Valid,OC,0.325,Found,2001.0,27.26667,6.76667,"(27.266670, 6.766670)"
27825,Finger Ridge 01600,Valid,OC,0.8762000000000001,Found,2001.0,,,
27826,Finger Ridge 01601,Valid,OC,0.2875,Found,2001.0,,,
27827,Finger Ridge 01602,Valid,OC,0.09484000000000001,Found,2001.0,,,
27828,Finger Ridge 01603,Valid,OC,0.5838,Found,2001.0,,,
27829,Finger Ridge 01604,Valid,OC,0.18616999999999997,Found,2001.0,,,
27830,Finger Ridge 01605,Valid,OC,0.10259,Found,2001.0,,,
27831,Frontier Mountain 01001,Valid,OC,0.0032,Found,2001.0,-72.95194,160.50056,"(-72.951940, 160.500560)"
27832,Frontier Mountain 01003,Valid,OC,0.0143,Found,2001.0,-72.95194,160.50806,"(-72.951940, 160.508060)"
27833,Frontier Mountain 01138,Valid,OC,0.004200000000000001,Found,2001.0,-72.99472,160.39972,"(-72.994720, 160.399720)"
27834,Frontier Mountain 01139,Valid,OC,0.0022,Found,2001.0,-72.99472,160.39972,"(-72.994720, 160.399720)"
27835,Frontier Mountain 01140,Valid,OC,0.038200000000000005,Found,2001.0,-72.9775,160.51083,"(-72.977500, 160.510830)"
27843,Northwest Africa 801,Valid,CC,5.0,Found,2001.0,,,
27846,Northwest Africa 832,Valid,OC,3.45,Found,2001.0,,,
27848,Sevaruyo,Valid,OC,0.012369999999999999,Found,2001.0,-19.36775,-66.96787,"(-19.367750, -66.967870)"
27849,Shalim 003,Valid,OC,10.35,Found,2001.0,18.18233,55.50183,"(18.182330, 55.501830)"
27850,Shalim 004,Valid,OC,10.35,Found,2001.0,18.18233,55.50183,"(18.182330, 55.501830)"
27851,Goronyo,Valid,OC,11.0,Found,2001.0,13.26667,5.4,"(13.266670, 5.400000)"
27852,Shişr 001,Valid,OC,0.9368,Found,2001.0,18.508,53.98733,"(18.508000, 53.987330)"
27853,Shişr 002,Valid,OC,0.0886,Found,2001.0,18.5875,53.91417,"(18.587500, 53.914170)"
27854,Shişr 004,Valid,OC,0.3257,Found,2001.0,18.58433,53.91367,"(18.584330, 53.913670)"
27855,Shişr 005,Valid,OC,0.4456,Found,2001.0,18.46617,53.83417,"(18.466170, 53.834170)"
27856,Shişr 007,Valid,AA,9.024,Found,2001.0,18.2925,53.5675,"(18.292500, 53.567500)"
27857,Shişr 009,Valid,OC,0.185,Found,2001.0,18.56333,53.92667,"(18.563330, 53.926670)"
27859,Northwest Africa 833,Valid,OC,0.412,Found,2001.0,,,
27860,Northwest Africa 839,Valid,OC,0.23,Found,2001.0,,,
27861,Northwest Africa 840,Valid,OC,2.875,Found,2001.0,30.19267,-9.03667,"(30.192670, -9.036670)"
27862,Northwest Africa 882,Valid,OC,0.512,Found,2001.0,,,
27863,Northwest Africa 881,Valid,OC,0.424,Found,2001.0,,,
27864,Northwest Africa 880,Valid,OC,0.182,Found,2001.0,,,
27865,Northwest Africa 879,Valid,OC,0.08,Found,2001.0,,,
27866,Northwest Africa 878,Valid,OC,0.02,Found,2001.0,,,
27867,Northwest Africa 877,Valid,OC,0.028,Found,2001.0,,,
27868,Northwest Africa 876,Valid,OC,0.048,Found,2001.0,,,
27869,Northwest Africa 875,Valid,OC,0.022,Found,2001.0,,,
27870,Northwest Africa 874,Valid,OC,0.022,Found,2001.0,,,
27871,Northwest Africa 873,Valid,OC,0.062,Found,2001.0,,,
27872,Northwest Africa 859,Valid,UN,75.3,Found,2001.0,,,
27873,Northwest Africa 856,Valid,M,0.32,Found,2001.0,,,
27874,Northwest Africa 853,Valid,AA,0.72,Found,2001.0,,,
27875,Northwest Africa 852,Valid,CC,0.174,Found,2001.0,30.808,-5.85583,"(30.808000, -5.855830)"
27876,Northwest Africa 851,Valid,AOC,0.695,Found,2001.0,,,
27877,Northwest Africa 850,Valid,OC,5.3,Found,2001.0,30.40667,-5.89233,"(30.406670, -5.892330)"
27878,Northwest Africa 847,Valid,OC,1.851,Found,2001.0,,,
27879,Northwest Africa 846,Valid,OC,0.012,Found,2001.0,,,
27880,Northwest Africa 845,Valid,AOC,0.036,Found,2001.0,30.808,-5.85583,"(30.808000, -5.855830)"
27881,Northwest Africa 844,Valid,OC,0.629,Found,2001.0,30.808,-5.85583,"(30.808000, -5.855830)"
27882,Northwest Africa 843,Valid,OC,4.85,Found,2001.0,,,
27883,Northwest Africa 842,Valid,OC,1.227,Found,2001.0,,,
27884,Northwest Africa 841,Valid,OC,8.012,Found,2001.0,30.19267,-9.03667,"(30.192670, -9.036670)"
27885,Shişr 010,Valid,OC,17.604,Found,2001.0,18.55,53.97,"(18.550000, 53.970000)"
27886,Shişr 011,Valid,OC,0.478,Found,2001.0,18.55833,53.91333,"(18.558330, 53.913330)"
27887,Shişr 015,Valid,OC,3.4093,Found,2001.0,18.54908,53.9229,"(18.549080, 53.922900)"
27888,Shişr 016,Valid,OC,0.08448,Found,2001.0,18.4384,53.96892,"(18.438400, 53.968920)"
27889,Superior Valley 009,Valid,OC,0.11642,Found,2001.0,35.23583,-117.044,"(35.235830, -117.044000)"
27890,Superior Valley 010,Valid,OC,0.026260000000000002,Found,2001.0,35.23633,-117.04317,"(35.236330, -117.043170)"
27891,Superior Valley 011,Valid,OC,0.00252,Found,2001.0,35.23617,-117.043,"(35.236170, -117.043000)"
27892,Tassédet 001,Valid,OC,0.56,Found,2001.0,18.06833,6.66833,"(18.068330, 6.668330)"
27893,Tassédet 002,Valid,OC,0.0094,Found,2001.0,18.237,6.51983,"(18.237000, 6.519830)"
27894,Tassédet 003,Valid,OC,0.0125,Found,2001.0,18.30033,6.50683,"(18.300330, 6.506830)"
27896,Northwest Africa 717,Valid,EC,0.105,Found,2001.0,,,
27897,Tiffa 007,Valid,OC,9.25,Found,2001.0,20.20117,11.587,"(20.201170, 11.587000)"
27898,Tiffa 008,Valid,CC,1.149,Found,2001.0,20.35833,11.85,"(20.358330, 11.850000)"
27899,Tule Valley,Valid,OC,0.01769,Found,2001.0,38.99861,-113.38167,"(38.998610, -113.381670)"
27900,Tungsten Mountain 002,Valid,OC,0.011300000000000001,Found,2001.0,39.67357,-117.60432,"(39.673570, -117.604320)"
27901,Tungsten Mountain 003,Valid,OC,0.0078,Found,2001.0,39.68449,-117.62072,"(39.684490, -117.620720)"
27902,Tungsten Mountain 004,Valid,OC,0.0081,Found,2001.0,39.68444,-117.62022,"(39.684440, -117.620220)"
27903,Tungsten Mountain 005,Valid,OC,0.0047,Found,2001.0,39.6844,-117.62007,"(39.684400, -117.620070)"
27904,Tungsten Mountain 006,Valid,OC,0.0088,Found,2001.0,39.68436,-117.62018,"(39.684360, -117.620180)"
27905,Tungsten Mountain 007,Valid,OC,0.044,Found,2001.0,39.68518,-117.62105,"(39.685180, -117.621050)"
27906,Tungsten Mountain 008,Valid,OC,0.007,Found,2001.0,39.68072,-117.62778,"(39.680720, -117.627780)"
27907,Tungsten Mountain 009,Valid,OC,0.031,Found,2001.0,39.68035,-117.62918,"(39.680350, -117.629180)"
27908,Tungsten Mountain 010,Valid,OC,0.0134,Found,2001.0,39.68432,-117.62052,"(39.684320, -117.620520)"
27909,Umm as Samim 001,Valid,OC,1.847,Found,2001.0,21.31833,56.41667,"(21.318330, 56.416670)"
27910,Umm as Samim 002,Valid,OC,1.048,Found,2001.0,21.32333,56.42167,"(21.323330, 56.421670)"
27911,Umm as Samim 003,Valid,OC,0.991,Found,2001.0,21.32,56.41667,"(21.320000, 56.416670)"
27912,Superior Valley 008,Valid,OC,0.07744,Found,2001.0,35.236,-117.044,"(35.236000, -117.044000)"
27913,Northwest Africa 883,Valid,OC,0.061200000000000004,Found,2001.0,,,
27914,Superior Valley 007,Valid,OC,0.06720999999999999,Found,2001.0,35.23833,-117.03283,"(35.238330, -117.032830)"
27915,Superior Valley 005,Valid,OC,0.032920000000000005,Found,2001.0,35.238,-117.0365,"(35.238000, -117.036500)"
27916,Shişr 017,Valid,OC,0.01283,Found,2001.0,18.42322,53.60905,"(18.423220, 53.609050)"
27917,Shişr 018,Valid,OC,0.11654,Found,2001.0,18.53733,53.93312,"(18.537330, 53.933120)"
27918,Shişr 019,Valid,OC,1.33273,Found,2001.0,18.5475,53.8935,"(18.547500, 53.893500)"
27919,Shişr 020,Valid,OC,2.20072,Found,2001.0,18.55927,53.89155,"(18.559270, 53.891550)"
27920,Shişr 021,Valid,OC,0.13523,Found,2001.0,18.60453,53.88757,"(18.604530, 53.887570)"
27921,Northwest Africa 775,Valid,OC,3.28,Found,2001.0,,,
27922,Shişr 106,Valid,OC,0.37959,Found,2001.0,18.19152,53.8129,"(18.191520, 53.812900)"
27923,Shişr 107,Valid,OC,0.10661,Found,2001.0,18.19028,53.80828,"(18.190280, 53.808280)"
27924,Shişr 108,Valid,OC,0.03541,Found,2001.0,18.19232,53.80368,"(18.192320, 53.803680)"
27925,Shişr 109,Valid,OC,0.11404,Found,2001.0,18.65415,53.92847,"(18.654150, 53.928470)"
27926,Shişr 110,Valid,OC,0.853,Found,2001.0,18.18898,53.80485,"(18.188980, 53.804850)"
27927,Shişr 111,Valid,OC,0.7627,Found,2001.0,18.65213,53.92715,"(18.652130, 53.927150)"
27928,Southampton,Valid,P,3.58,Found,2001.0,44.50642,-81.37217,"(44.506420, -81.372170)"
27929,Stewart Valley 001,Valid,OC,0.07559999999999999,Found,2001.0,36.2058,-116.17042,"(36.205800, -116.170420)"
27930,Stewart Valley 002,Valid,OC,0.0289,Found,2001.0,36.20758,-116.16918,"(36.207580, -116.169180)"
27931,Stewart Valley 003,Valid,OC,0.0068,Found,2001.0,36.21153,-116.16785,"(36.211530, -116.167850)"
27932,Stewart Valley 004,Valid,OC,0.0589,Found,2001.0,36.25547,-116.18552,"(36.255470, -116.185520)"
27933,Stewart Valley 005,Valid,OC,0.062,Found,2001.0,36.22907,-116.17935,"(36.229070, -116.179350)"
27934,Stewart Valley 006,Valid,OC,0.0201,Found,2001.0,36.23728,-116.1722,"(36.237280, -116.172200)"
27935,Stewart Valley 007,Valid,OC,0.0087,Found,2001.0,36.23722,-116.17242,"(36.237220, -116.172420)"
27936,Stewart Valley 008,Valid,OC,0.004200000000000001,Found,2001.0,36.23743,-116.17223,"(36.237430, -116.172230)"
27937,Superior Valley 003,Valid,OC,0.06559999999999999,Found,2001.0,35.24742,-117.0999,"(35.247420, -117.099900)"
27938,Superior Valley 004,Valid,OC,0.015300000000000001,Found,2001.0,35.23533,-117.1005,"(35.235330, -117.100500)"
27939,Superior Valley 006,Valid,OC,0.0785,Found,2001.0,35.23883,-117.02667,"(35.238830, -117.026670)"
27940,Willcox Playa 002,Valid,OC,0.012,Found,2001.0,32.18167,-109.7895,"(32.181670, -109.789500)"
27941,Northwest Africa 884,Valid,OC,0.11,Found,2001.0,,,
27942,Northwest Africa 886,Valid,OC,0.024399999999999998,Found,2001.0,,,
27943,Frontier Mountain 01168,Valid,OC,0.004,Found,2001.0,-72.95167,160.52139,"(-72.951670, 160.521390)"
27944,Frontier Mountain 01169,Valid,OC,0.0062,Found,2001.0,-72.95278,160.52222,"(-72.952780, 160.522220)"
27945,Frontier Mountain 01170,Valid,OC,0.004900000000000001,Found,2001.0,-72.9525,160.52389,"(-72.952500, 160.523890)"
27946,Frontier Mountain 01171,Valid,OC,0.0038,Found,2001.0,-72.9525,160.46944,"(-72.952500, 160.469440)"
27947,Frontier Mountain 01172,Valid,OC,0.1502,Found,2001.0,-72.97222,160.33833,"(-72.972220, 160.338330)"
27948,Payson,Valid,OC,1.728,Found,2001.0,34.23333,-111.4,"(34.233330, -111.400000)"
27949,Sayh al Uhaymir 281,Valid,EC,0.16256,Found,2001.0,21.0,57.2,"(21.000000, 57.200000)"
27950,Sayh al Uhaymir 310,Valid,OC,0.094,Found,2001.0,21.2,57.1,"(21.200000, 57.100000)"
27951,Sayh al Uhaymir 323,Valid,OC,0.112,Found,2001.0,20.99667,57.33,"(20.996670, 57.330000)"
27952,Sayh al Uhaymir 427,Valid,CC,0.059,Found,2001.0,21.08477,57.27598,"(21.084770, 57.275980)"
27953,Frontier Mountain 01167,Valid,OC,0.0039,Found,2001.0,-72.95194,160.52222,"(-72.951940, 160.522220)"
27954,Sayh al Uhaymir 428,Valid,OC,0.12190000000000001,Found,2001.0,21.08453,57.29322,"(21.084530, 57.293220)"
27955,Sayh al Uhaymir 430,Valid,OC,0.18059999999999998,Found,2001.0,21.07652,57.29588,"(21.076520, 57.295880)"
27956,Sayh al Uhaymir 431,Valid,OC,0.0221,Found,2001.0,21.0769,57.29693,"(21.076900, 57.296930)"
27957,Sayh al Uhaymir 432,Valid,OC,0.062,Found,2001.0,21.05525,57.25815,"(21.055250, 57.258150)"
27958,Sayh al Uhaymir 433,Valid,OC,0.0433,Found,2001.0,21.06637,57.2648,"(21.066370, 57.264800)"
27959,Sayh al Uhaymir 434,Valid,OC,0.2861,Found,2001.0,21.08908,57.27265,"(21.089080, 57.272650)"
27960,Paris,Valid,CC,1.37,Found,2001.0,,,
27961,Sayh al Uhaymir 435,Valid,OC,0.1646,Found,2001.0,21.09352,57.27558,"(21.093520, 57.275580)"
27962,Sayh al Uhaymir 436,Valid,OC,0.8081,Found,2001.0,21.09807,57.28043,"(21.098070, 57.280430)"
27963,Sayh al Uhaymir 437,Valid,OC,1.3580999999999999,Found,2001.0,21.08997,57.29492,"(21.089970, 57.294920)"
27964,Sayh al Uhaymir 470,Valid,OC,0.1273,Found,2001.0,21.08787,56.94128,"(21.087870, 56.941280)"
27965,Sayh al Uhaymir 429,Valid,OC,0.1545,Found,2001.0,21.05525,57.26902,"(21.055250, 57.269020)"
27966,Frontier Mountain 01166,Valid,OC,0.0055,Found,2001.0,-72.98694,160.40833,"(-72.986940, 160.408330)"
27967,Frontier Mountain 01165,Valid,OC,0.0045,Found,2001.0,-72.98917,160.40417,"(-72.989170, 160.404170)"
27968,Frontier Mountain 01164,Valid,OC,0.0008,Found,2001.0,-72.98944,160.40278,"(-72.989440, 160.402780)"
27969,Frontier Mountain 01141,Valid,OC,0.013900000000000001,Found,2001.0,-72.99222,160.40028,"(-72.992220, 160.400280)"
27970,Frontier Mountain 01142,Valid,OC,0.0008,Found,2001.0,-72.99222,160.4,"(-72.992220, 160.400000)"
27971,Frontier Mountain 01143,Valid,OC,0.0014,Found,2001.0,-72.99222,160.4,"(-72.992220, 160.400000)"
27972,Frontier Mountain 01144,Valid,OC,0.008400000000000001,Found,2001.0,-72.99306,160.40028,"(-72.993060, 160.400280)"
27973,Frontier Mountain 01145,Valid,OC,0.0123,Found,2001.0,-72.99306,160.40056,"(-72.993060, 160.400560)"
27974,Frontier Mountain 01146,Valid,OC,0.001,Found,2001.0,-72.99278,160.40694,"(-72.992780, 160.406940)"
27975,Frontier Mountain 01147,Valid,AA,0.0005,Found,2001.0,-72.97361,160.33806,"(-72.973610, 160.338060)"
27976,Frontier Mountain 01148,Valid,OC,0.0033,Found,2001.0,-72.93417,160.64861,"(-72.934170, 160.648610)"
27977,Frontier Mountain 01149,Valid,OC,0.0015,Found,2001.0,-72.98833,160.34667,"(-72.988330, 160.346670)"
27978,Frontier Mountain 01150,Valid,OC,0.011,Found,2001.0,-72.95972,160.64889,"(-72.959720, 160.648890)"
27979,Frontier Mountain 01151,Valid,OC,0.0036,Found,2001.0,-72.98778,160.40083,"(-72.987780, 160.400830)"
27980,Frontier Mountain 01152,Valid,OC,0.0015,Found,2001.0,-72.98806,160.39917,"(-72.988060, 160.399170)"
27981,Frontier Mountain 01153,Valid,OC,0.0067,Found,2001.0,-72.98833,160.40139,"(-72.988330, 160.401390)"
27982,Frontier Mountain 01154,Valid,OC,0.0089,Found,2001.0,-72.98833,160.40139,"(-72.988330, 160.401390)"
27983,Frontier Mountain 01155,Valid,OC,0.0003,Found,2001.0,-72.98833,160.40139,"(-72.988330, 160.401390)"
27984,Frontier Mountain 01156,Valid,OC,0.0001,Found,2001.0,-72.98944,160.40222,"(-72.989440, 160.402220)"
27985,Frontier Mountain 01157,Valid,OC,0.0007,Found,2001.0,-72.98944,160.40222,"(-72.989440, 160.402220)"
27986,Frontier Mountain 01158,Valid,OC,0.0006,Found,2001.0,-72.98944,160.40222,"(-72.989440, 160.402220)"
27987,Frontier Mountain 01159,Valid,OC,0.0006,Found,2001.0,-72.98944,160.40222,"(-72.989440, 160.402220)"
27988,Frontier Mountain 01160,Valid,OC,0.0009,Found,2001.0,-72.98972,160.40306,"(-72.989720, 160.403060)"
27989,Frontier Mountain 01161,Valid,OC,0.0003,Found,2001.0,-72.9925,160.39528,"(-72.992500, 160.395280)"
27990,Frontier Mountain 01162,Valid,OC,0.0025,Found,2001.0,-72.99333,160.4,"(-72.993330, 160.400000)"
27991,Frontier Mountain 01163,Valid,OC,0.0009,Found,2001.0,-72.99333,160.4,"(-72.993330, 160.400000)"
27992,Paposo,Valid,OC,2.0,Found,2001.0,-25.14333,-70.32,"(-25.143330, -70.320000)"
27993,Odell Glacier 01502,Valid,OC,0.1235,Found,2001.0,,,
27994,Odell Glacier 01501,Valid,OC,0.02092,Found,2001.0,,,
27995,Odell Glacier 01500,Valid,OC,5.2089,Found,2001.0,,,
27996,Northwest Africa 949,Valid,OC,0.197,Found,2001.0,,,
27997,Northwest Africa 946,Valid,OC,0.424,Found,2001.0,,,
27998,Northwest Africa 926,Valid,OC,0.201,Found,2001.0,,,
27999,Northwest Africa 925,Valid,OC,0.897,Found,2001.0,,,
28000,Northwest Africa 924,Valid,OC,0.355,Found,2001.0,,,
28001,Northwest Africa 916,Valid,OC,1.714,Found,2001.0,,,
28002,Northwest Africa 906,Valid,OC,1.031,Found,2001.0,,,
28003,Northwest Africa 904,Valid,OC,26.399,Found,2001.0,,,
28004,Northwest Africa 902,Valid,OC,0.158,Found,2001.0,,,
28005,Northwest Africa 900,Valid,OC,0.616,Found,2001.0,,,
28006,Northwest Africa 899,Valid,OC,0.07459999999999999,Found,2001.0,,,
28007,Northwest Africa 898,Valid,OC,0.0958,Found,2001.0,,,
28008,Northwest Africa 897,Valid,OC,0.176,Found,2001.0,,,
28009,Northwest Africa 896,Valid,OC,0.039700000000000006,Found,2001.0,,,
28010,Northwest Africa 895,Valid,OC,0.054,Found,2001.0,,,
28011,Northwest Africa 894,Valid,OC,0.0458,Found,2001.0,,,
28012,Northwest Africa 893,Valid,OC,0.0508,Found,2001.0,,,
28013,Northwest Africa 892,Valid,OC,0.0546,Found,2001.0,,,
28014,Northwest Africa 891,Valid,OC,0.0708,Found,2001.0,,,
28015,Northwest Africa 890,Valid,OC,0.056799999999999996,Found,2001.0,,,
28016,Northwest Africa 889,Valid,OC,0.0706,Found,2001.0,,,
28017,Northwest Africa 888,Valid,OC,0.07459999999999999,Found,2001.0,,,
28018,Northwest Africa 887,Valid,OC,0.0175,Found,2001.0,,,
28020,Northwest Africa 885,Valid,OC,0.106,Found,2001.0,,,
28021,Northwest Africa 960,Valid,OC,0.997,Found,2001.0,,,
28022,Northwest Africa 964,Valid,OC,0.179,Found,2001.0,,,
28023,Northwest Africa 998,Valid,M,0.456,Found,2001.0,,,
28024,Northwest Africa 995,Valid,OC,0.22290000000000001,Found,2001.0,,,
28025,Northwest Africa 992,Valid,OC,0.56,Found,2001.0,,,
28026,Northwest Africa 991,Valid,OC,0.292,Found,2001.0,,,
28027,Northwest Africa 990,Valid,OC,0.611,Found,2001.0,,,
28028,Northwest Africa 989,Valid,CC,0.146,Found,2001.0,,,
28029,Northwest Africa 988,Valid,OC,0.453,Found,2001.0,,,
28030,Northwest Africa 987,Valid,OC,0.975,Found,2001.0,,,
28031,Northwest Africa 986,Valid,OC,0.09,Found,2001.0,,,
28032,Northwest Africa 985,Valid,OC,0.0698,Found,2001.0,,,
28033,Northwest Africa 984,Valid,OC,0.089,Found,2001.0,,,
28034,Northwest Africa 983,Valid,OC,0.083,Found,2001.0,,,
28035,Northwest Africa 981,Valid,OC,0.11,Found,2001.0,,,
