,name,nametype,recclass,mass,fall,year,reclat,reclong,GeoLocation
27497,Meteorite Hills 00627,Valid,OC,0.08073999999999998,Found,2000.0,-79.68333,155.75,"(-79.683330, 155.750000)"
27498,Northwest Africa 460,Valid,OC,0.655,Found,2001.0,31.36817,-4.01683,"(31.368170, -4.016830)"
27501,Al Huqf 053,Valid,OC,0.8547,Found,2001.0,19.61287,57.27038,"(19.612870, 57.270380)"
27502,Al Huqf 052,Valid,OC,1.3194000000000001,Found,2001.0,19.65675,57.0433,"(19.656750, 57.043300)"
27503,Adrar Bous,Valid,EC,0.36,Found,2001.0,20.5,9.0,"(20.500000, 9.000000)"
27504,Northwest Africa 5094,Valid,OC,0.045,Found,2001.0,,,
27505,Acfer 400,Valid,CC,0.101,Found,2001.0,27.50083,3.86617,"(27.500830, 3.866170)"
27506,Acfer 399,Valid,CC,0.089,Found,2001.0,27.50267,3.8725,"(27.502670, 3.872500)"
27507,Northwest Africa 4797,Valid,M,0.015,Found,2001.0,,,
27508,Northwest Africa 5095,Valid,OC,0.042,Found,2001.0,,,
27509,Aguemour 017,Valid,OC,1.0,Found,2001.0,27.4,4.35,"(27.400000, 4.350000)"
27510,Acfer 398,Valid,CC,0.097,Found,2001.0,27.50217,3.86083,"(27.502170, 3.860830)"
27511,Acfer 396,Valid,CC,0.148,Found,2001.0,27.512,3.89783,"(27.512000, 3.897830)"
27513,Northwest Africa 466,Valid,OC,0.046,Found,2001.0,31.36817,-4.01683,"(31.368170, -4.016830)"
27514,Northwest Africa 5096,Valid,OC,0.037,Found,2001.0,,,
27515,Northwest Africa 5097,Valid,OC,0.023,Found,2001.0,,,
27517,Northwest Africa 5099,Valid,OC,0.044,Found,2001.0,,,
27518,Northwest Africa 595,Valid,AA,0.196,Found,2001.0,,,
27519,Northwest Africa 5100,Valid,OC,0.031,Found,2001.0,,,
27520,Northwest Africa 3358,Valid,OC,1.162,Found,2001.0,,,
27522,Northwest Africa 5102,Valid,OC,0.013,Found,2001.0,,,
27523,Northwest Africa 4747,Valid,MG,1.2,Found,2001.0,,,
27524,Northwest Africa 5103,Valid,OC,0.017,Found,2001.0,,,
27525,Acfer 397,Valid,CC,0.105,Found,2001.0,27.509,3.89583,"(27.509000, 3.895830)"
27526,Al Huqf 054,Valid,OC,2.9365,Found,2001.0,19.61612,57.2698,"(19.616120, 57.269800)"
27527,Northwest Africa 465,Valid,OC,0.4135,Found,2001.0,26.784,-12.8335,"(26.784000, -12.833500)"
27528,Al Huqf 055,Valid,OC,1.8656,Found,2001.0,19.64073,57.28857,"(19.640730, 57.288570)"
27529,Northwest Africa 5087,Valid,OC,0.081,Found,2001.0,,,
27530,Northwest Africa 5086,Valid,OC,0.116,Found,2001.0,,,
27533,Northwest Africa 5090,Valid,OC,0.049,Found,2001.0,,,
27534,Northwest Africa 5091,Valid,OC,0.086,Found,2001.0,,,
27535,Northwest Africa 5092,Valid,OC,0.042,Found,2001.0,,,
27536,Northwest Africa 5093,Valid,OC,0.043,Found,2001.0,,,
27537,Acfer 321,Valid,OC,0.157,Found,2001.0,27.5455,4.06117,"(27.545500, 4.061170)"
27538,Acfer 322,Valid,OC,0.025,Found,2001.0,27.55917,4.093,"(27.559170, 4.093000)"
27539,Acfer 323,Valid,OC,0.117,Found,2001.0,27.503,3.8795,"(27.503000, 3.879500)"
27540,Acfer 324,Valid,CC,0.069,Found,2001.0,27.50083,3.86983,"(27.500830, 3.869830)"
27541,Al Huqf 062,Valid,OC,0.0507,Found,2001.0,19.40772,57.29878,"(19.407720, 57.298780)"
27542,Acfer 327,Valid,OC,0.74522,Found,2001.0,27.73333,4.43333,"(27.733330, 4.433330)"
27543,Al Huqf 060,Valid,OC,0.9131,Found,2001.0,19.40518,57.26818,"(19.405180, 57.268180)"
27544,Northwest Africa 464,Valid,OC,0.159,Found,2001.0,31.36817,-4.01683,"(31.368170, -4.016830)"
27545,Acfer 328,Valid,CC,0.18006999999999998,Found,2001.0,27.73333,4.21667,"(27.733330, 4.216670)"
27546,Northwest Africa 3356,Valid,OC,2.075,Found,2001.0,,,
27548,Northwest Africa 3355,Valid,OC,0.617,Found,2001.0,,,
27549,Northwest Africa 3354,Valid,OC,0.723,Found,2001.0,,,
27550,Northwest Africa 3353,Valid,OC,3.22,Found,2001.0,,,
27552,Al Huqf 059,Valid,OC,0.36269999999999997,Found,2001.0,19.31468,57.27343,"(19.314680, 57.273430)"
27553,Al Huqf 058,Valid,OC,0.09770000000000001,Found,2001.0,19.3421,57.1693,"(19.342100, 57.169300)"
27554,Al Huqf 057,Valid,OC,0.10529999999999999,Found,2001.0,19.53112,57.08427,"(19.531120, 57.084270)"
27555,Al Huqf 056,Valid,OC,0.124,Found,2001.0,19.66453,57.3334,"(19.664530, 57.333400)"
27556,Northwest Africa 5104,Valid,OC,0.029,Found,2001.0,,,
27557,Northwest Africa 5105,Valid,OC,0.026,Found,2001.0,,,
27560,Northwest Africa 5089,Valid,OC,0.092,Found,2001.0,,,
27561,Northwest Africa 5113,Valid,OC,0.023,Found,2001.0,,,
27564,Northwest Africa 463,Valid,OC,0.015,Found,2001.0,26.784,-12.8335,"(26.784000, -12.833500)"
27565,Acfer 332,Valid,CC,0.11502,Found,2001.0,27.73333,4.13333,"(27.733330, 4.133330)"
27569,Northwest Africa 4523,Valid,AA,0.174,Found,2001.0,,,
27570,Northwest Africa 455,Valid,OC,0.081,Found,2001.0,26.784,-12.8335,"(26.784000, -12.833500)"
27571,Northwest Africa 5118,Valid,OC,0.021,Found,2001.0,,,
27572,Northwest Africa 456,Valid,OC,0.359,Found,2001.0,26.784,-12.8335,"(26.784000, -12.833500)"
27574,Northwest Africa 462,Valid,OC,0.0405,Found,2001.0,26.784,-12.8335,"(26.784000, -12.833500)"
27576,Dergaon,Valid,OC,12.5,Fell,2001.0,26.68333,93.86667,"(26.683330, 93.866670)"
27577,Devgaon,Valid,OC,12.0,Fell,2001.0,19.0,81.0,"(19.000000, 81.000000)"
27578,Northwest Africa 461,Valid,OC,0.171,Found,2001.0,26.784,-12.8335,"(26.784000, -12.833500)"
27579,Northwest Africa 457,Valid,OC,0.175,Found,2001.0,31.36817,-4.01683,"(31.368170, -4.016830)"
27581,Northwest Africa 458,Valid,OC,0.387,Found,2001.0,26.784,-12.8335,"(26.784000, -12.833500)"
27584,Northwest Africa 5125,Valid,OC,0.009,Found,2001.0,,,
27586,Northwest Africa 459,Valid,OC,0.3,Found,2001.0,31.36817,-4.01683,"(31.368170, -4.016830)"
27587,Northwest Africa 5112,Valid,OC,0.017,Found,2001.0,,,
27589,Acfer 351,Valid,OC,0.211,Found,2001.0,27.7,4.13333,"(27.700000, 4.133330)"
27590,Northwest Africa 5110,Valid,OC,0.024,Found,2001.0,,,
27591,Acfer 395,Valid,CC,0.394,Found,2001.0,27.50917,3.88767,"(27.509170, 3.887670)"
27593,Northwest Africa 427,Valid,OC,4.12,Found,2001.0,,,
27594,Northwest Africa 428,Valid,OC,0.655,Found,2001.0,,,
27595,Acfer 329,Valid,OC,30.0,Found,2001.0,27.58333,4.1,"(27.583330, 4.100000)"
27596,Northwest Africa 429,Valid,OC,0.911,Found,2001.0,,,
27597,Northwest Africa 430,Valid,OC,0.323,Found,2001.0,,,
27598,Northwest Africa 4347,Valid,OC,0.075,Found,2001.0,,,
27599,Northwest Africa 4348,Valid,OC,0.09,Found,2001.0,,,
27600,Northwest Africa 4724,Valid,CC,0.035,Found,2001.0,,,
27601,Northwest Africa 4349,Valid,OC,0.045,Found,2001.0,,,
27602,Northwest Africa 4508,Valid,AA,0.182,Found,2001.0,,,
27603,Acfer 333,Valid,CC,0.489,Found,2001.0,27.56667,4.06667,"(27.566670, 4.066670)"
27605,Acfer 330,Valid,OC,0.49,Found,2001.0,27.65,4.03333,"(27.650000, 4.033330)"
27606,Acfer 347,Valid,OC,1.165,Found,2001.0,27.68333,4.3,"(27.683330, 4.300000)"
27607,Acfer 348,Valid,OC,8.75,Found,2001.0,27.97933,4.27817,"(27.979330, 4.278170)"
27608,Acfer 349,Valid,OC,0.298,Found,2001.0,27.84067,4.31433,"(27.840670, 4.314330)"
27609,Acfer 350,Valid,OC,0.128,Found,2001.0,27.672,4.52633,"(27.672000, 4.526330)"
27611,Acfer 394,Valid,CC,0.364,Found,2001.0,27.51867,3.88033,"(27.518670, 3.880330)"
27613,Northwest Africa 5109,Valid,OC,0.028,Found,2001.0,,,
27614,Northwest Africa 4519,Valid,AA,0.114,Found,2001.0,,,
27615,Acfer 357,Valid,OC,0.062,Found,2001.0,27.50083,4.87467,"(27.500830, 4.874670)"
27616,Acfer 354,Valid,OC,0.252,Found,2001.0,27.5005,3.88233,"(27.500500, 3.882330)"
27617,Acfer 353,Valid,AA,11.935,Found,2001.0,27.48917,3.89,"(27.489170, 3.890000)"
27618,Acfer 352,Valid,OC,0.873,Found,2001.0,27.76667,4.01667,"(27.766670, 4.016670)"
27619,Acfer 331,Valid,CC,0.75,Found,2001.0,27.58333,4.01667,"(27.583330, 4.016670)"
27620,Northwest Africa 5088,Valid,OC,0.135,Found,2001.0,,,
27621,Northwest Africa 1517,Valid,OC,0.271,Found,2001.0,,,
27622,Verkhnyi Saltov,Valid,MIM,9.53,Found,2001.0,50.11112,36.8001,"(50.111120, 36.800100)"
27623,Frontier Mountain 01061,Valid,OC,0.0040999999999999995,Found,2001.0,-72.99,160.40722,"(-72.990000, 160.407220)"
27624,Frontier Mountain 01062,Valid,OC,0.013300000000000001,Found,2001.0,-72.98778,160.40944,"(-72.987780, 160.409440)"
27625,Frontier Mountain 01063,Valid,OC,0.0007,Found,2001.0,-72.98778,160.40861,"(-72.987780, 160.408610)"
27626,Frontier Mountain 01064,Valid,OC,0.0012,Found,2001.0,-72.98806,160.40833,"(-72.988060, 160.408330)"
27627,Frontier Mountain 01065,Valid,OC,0.0017,Found,2001.0,-72.98806,160.40833,"(-72.988060, 160.408330)"
27628,Frontier Mountain 01066,Valid,OC,0.0056,Found,2001.0,-72.98861,160.40722,"(-72.988610, 160.407220)"
27629,Frontier Mountain 01067,Valid,OC,0.008400000000000001,Found,2001.0,-72.98917,160.40667,"(-72.989170, 160.406670)"
27630,Frontier Mountain 01068,Valid,OC,0.0136,Found,2001.0,-72.98972,160.405,"(-72.989720, 160.405000)"
27631,Frontier Mountain 01069,Valid,OC,0.0054,Found,2001.0,-72.99,160.40639,"(-72.990000, 160.406390)"
27632,Frontier Mountain 01070,Valid,OC,0.0066,Found,2001.0,-72.99,160.40639,"(-72.990000, 160.406390)"
27633,Frontier Mountain 01060,Valid,OC,0.0018,Found,2001.0,-72.98944,160.40444,"(-72.989440, 160.404440)"
27634,Frontier Mountain 01071,Valid,OC,0.0017,Found,2001.0,-72.98972,160.4025,"(-72.989720, 160.402500)"
27635,Frontier Mountain 01073,Valid,OC,0.001,Found,2001.0,-72.99,160.40306,"(-72.990000, 160.403060)"
27636,Frontier Mountain 01074,Valid,OC,0.003,Found,2001.0,-72.99,160.40278,"(-72.990000, 160.402780)"
27637,Frontier Mountain 01075,Valid,OC,0.0055,Found,2001.0,-72.99056,160.40611,"(-72.990560, 160.406110)"
27638,Frontier Mountain 01076,Valid,OC,0.0021000000000000003,Found,2001.0,-72.99056,160.405,"(-72.990560, 160.405000)"
27639,Frontier Mountain 01077,Valid,OC,0.009699999999999999,Found,2001.0,-72.95278,160.41278,"(-72.952780, 160.412780)"
27640,Frontier Mountain 01078,Valid,OC,0.015,Found,2001.0,-72.95417,160.45194,"(-72.954170, 160.451940)"
27641,Frontier Mountain 01079,Valid,OC,0.0009,Found,2001.0,-72.9525,160.44972,"(-72.952500, 160.449720)"
27642,Frontier Mountain 01080,Valid,OC,0.0004,Found,2001.0,-72.95194,160.45417,"(-72.951940, 160.454170)"
27643,Frontier Mountain 01081,Valid,OC,0.0034,Found,2001.0,-72.98972,160.40722,"(-72.989720, 160.407220)"
27644,Frontier Mountain 01082,Valid,OC,0.005,Found,2001.0,-72.98972,160.40722,"(-72.989720, 160.407220)"
27645,Frontier Mountain 01072,Valid,OC,0.0065,Found,2001.0,-72.99,160.40389,"(-72.990000, 160.403890)"
27646,Frontier Mountain 01059,Valid,OC,0.0054,Found,2001.0,-72.98889,160.40611,"(-72.988890, 160.406110)"
27647,Frontier Mountain 01058,Valid,OC,0.0013,Found,2001.0,-72.98889,160.40583,"(-72.988890, 160.405830)"
27648,Frontier Mountain 01057,Valid,OC,0.0152,Found,2001.0,-72.98861,160.40639,"(-72.988610, 160.406390)"
27649,Frontier Mountain 01034,Valid,OC,0.001,Found,2001.0,-72.98889,160.40528,"(-72.988890, 160.405280)"
27650,Frontier Mountain 01035,Valid,OC,0.0026,Found,2001.0,-72.98889,160.40528,"(-72.988890, 160.405280)"
27651,Frontier Mountain 01036,Valid,OC,0.0008,Found,2001.0,-72.98889,160.40528,"(-72.988890, 160.405280)"
27652,Frontier Mountain 01037,Valid,OC,0.0182,Found,2001.0,-72.98889,160.40528,"(-72.988890, 160.405280)"
27653,Frontier Mountain 01038,Valid,OC,0.0031,Found,2001.0,-72.98889,160.40528,"(-72.988890, 160.405280)"
27654,Frontier Mountain 01039,Valid,OC,0.022,Found,2001.0,-72.98944,160.40722,"(-72.989440, 160.407220)"
27655,Frontier Mountain 01040,Valid,OC,0.0136,Found,2001.0,-72.98889,160.40528,"(-72.988890, 160.405280)"
27656,Frontier Mountain 01041,Valid,OC,0.004900000000000001,Found,2001.0,-72.99083,160.4075,"(-72.990830, 160.407500)"
27657,Frontier Mountain 01042,Valid,OC,0.002,Found,2001.0,-72.98917,160.40722,"(-72.989170, 160.407220)"
27658,Frontier Mountain 01043,Valid,OC,0.0007,Found,2001.0,-72.98833,160.40694,"(-72.988330, 160.406940)"
27659,Frontier Mountain 01044,Valid,OC,0.026600000000000002,Found,2001.0,-72.98917,160.40528,"(-72.989170, 160.405280)"
27660,Frontier Mountain 01045,Valid,OC,0.0089,Found,2001.0,-72.98917,160.40528,"(-72.989170, 160.405280)"
27661,Frontier Mountain 01046,Valid,OC,0.0050999999999999995,Found,2001.0,-72.98944,160.40278,"(-72.989440, 160.402780)"
27662,Frontier Mountain 01047,Valid,OC,0.0009,Found,2001.0,-72.98972,160.40444,"(-72.989720, 160.404440)"
27663,Frontier Mountain 01048,Valid,OC,0.0068,Found,2001.0,-72.98944,160.40611,"(-72.989440, 160.406110)"
27664,Frontier Mountain 01049,Valid,OC,0.0441,Found,2001.0,-72.98944,160.40611,"(-72.989440, 160.406110)"
27665,Frontier Mountain 01050,Valid,OC,0.0032,Found,2001.0,-72.99,160.40722,"(-72.990000, 160.407220)"
27666,Frontier Mountain 01051,Valid,OC,0.0106,Found,2001.0,-72.98917,160.405,"(-72.989170, 160.405000)"
27667,Frontier Mountain 01052,Valid,OC,0.0146,Found,2001.0,-72.98944,160.40694,"(-72.989440, 160.406940)"
27668,Frontier Mountain 01053,Valid,OC,0.008400000000000001,Found,2001.0,-72.98972,160.40556,"(-72.989720, 160.405560)"
27669,Frontier Mountain 01054,Valid,OC,0.0013,Found,2001.0,-72.98833,160.40722,"(-72.988330, 160.407220)"
27670,Frontier Mountain 01055,Valid,OC,0.014,Found,2001.0,-72.95333,160.45806,"(-72.953330, 160.458060)"
27671,Frontier Mountain 01056,Valid,OC,0.0008,Found,2001.0,-72.98806,160.40611,"(-72.988060, 160.406110)"
27672,Frontier Mountain 01083,Valid,OC,0.0111,Found,2001.0,-72.98972,160.40667,"(-72.989720, 160.406670)"
27673,Frontier Mountain 01033,Valid,OC,0.0062,Found,2001.0,-72.99028,160.40194,"(-72.990280, 160.401940)"
27674,Frontier Mountain 01084,Valid,OC,0.0115,Found,2001.0,-72.99083,160.40417,"(-72.990830, 160.404170)"
27675,Frontier Mountain 01086,Valid,OC,0.009800000000000001,Found,2001.0,-72.97333,160.47472,"(-72.973330, 160.474720)"
27676,Frontier Mountain 01114,Valid,OC,0.0003,Found,2001.0,-72.95194,160.45917,"(-72.951940, 160.459170)"
27677,Frontier Mountain 01115,Valid,OC,0.0034,Found,2001.0,-72.95278,160.52056,"(-72.952780, 160.520560)"
27678,Frontier Mountain 01116,Valid,OC,0.0046,Found,2001.0,-72.99444,160.40056,"(-72.994440, 160.400560)"
27679,Frontier Mountain 01117,Valid,OC,0.0112,Found,2001.0,-72.97056,160.52306,"(-72.970560, 160.523060)"
27680,Frontier Mountain 01118,Valid,OC,0.0047,Found,2001.0,-72.99083,160.40444,"(-72.990830, 160.404440)"
27681,Frontier Mountain 01119,Valid,OC,0.0072,Found,2001.0,-72.99194,160.4,"(-72.991940, 160.400000)"
27682,Frontier Mountain 01120,Valid,OC,0.0005,Found,2001.0,-72.99194,160.40028,"(-72.991940, 160.400280)"
27683,Frontier Mountain 01121,Valid,OC,0.0050999999999999995,Found,2001.0,-72.95222,160.4625,"(-72.952220, 160.462500)"
27684,Frontier Mountain 01122,Valid,OC,0.0035,Found,2001.0,-72.95194,160.46361,"(-72.951940, 160.463610)"
27685,Frontier Mountain 01123,Valid,OC,0.0007,Found,2001.0,-72.95167,160.46306,"(-72.951670, 160.463060)"
27686,Frontier Mountain 01113,Valid,OC,0.0312,Found,2001.0,-72.95417,160.46222,"(-72.954170, 160.462220)"
27687,Frontier Mountain 01124,Valid,OC,0.0032,Found,2001.0,-72.9525,160.465,"(-72.952500, 160.465000)"
27688,Frontier Mountain 01126,Valid,OC,0.0013,Found,2001.0,-72.95167,160.46306,"(-72.951670, 160.463060)"
27689,Frontier Mountain 01127,Valid,OC,0.0029,Found,2001.0,-72.95194,160.45944,"(-72.951940, 160.459440)"
27690,Frontier Mountain 01128,Valid,OC,0.0008,Found,2001.0,-72.95222,160.45917,"(-72.952220, 160.459170)"
27691,Frontier Mountain 01129,Valid,OC,0.0003,Found,2001.0,-72.95306,160.45667,"(-72.953060, 160.456670)"
27692,Frontier Mountain 01130,Valid,OC,0.0036,Found,2001.0,-72.99222,160.39972,"(-72.992220, 160.399720)"
27693,Frontier Mountain 01131,Valid,OC,0.002,Found,2001.0,-72.99222,160.39972,"(-72.992220, 160.399720)"
27694,Frontier Mountain 01132,Valid,OC,0.0046,Found,2001.0,-72.9925,160.4,"(-72.992500, 160.400000)"
27695,Frontier Mountain 01134,Valid,OC,0.0182,Found,2001.0,-72.99222,160.4,"(-72.992220, 160.400000)"
27696,Frontier Mountain 01135,Valid,OC,0.0019,Found,2001.0,-72.9925,160.40167,"(-72.992500, 160.401670)"
27697,Frontier Mountain 01136,Valid,OC,0.0024,Found,2001.0,-72.99361,160.41389,"(-72.993610, 160.413890)"
27698,Frontier Mountain 01125,Valid,OC,0.0003,Found,2001.0,-72.95194,160.46722,"(-72.951940, 160.467220)"
27699,Frontier Mountain 01112,Valid,OC,0.037,Found,2001.0,-72.95306,160.49861,"(-72.953060, 160.498610)"
27700,Frontier Mountain 01111,Valid,OC,0.005,Found,2001.0,-72.95167,160.51167,"(-72.951670, 160.511670)"
27701,Frontier Mountain 01110,Valid,OC,0.0008,Found,2001.0,-72.95222,160.4625,"(-72.952220, 160.462500)"
27702,Frontier Mountain 01087,Valid,OC,0.07640000000000001,Found,2001.0,-72.95417,160.4475,"(-72.954170, 160.447500)"
27703,Frontier Mountain 01088,Valid,AA,0.0111,Found,2001.0,-72.95222,160.45528,"(-72.952220, 160.455280)"
27704,Frontier Mountain 01089,Valid,AA,0.0021000000000000003,Found,2001.0,-72.95222,160.45556,"(-72.952220, 160.455560)"
27705,Frontier Mountain 01090,Valid,OC,0.0099,Found,2001.0,-72.95222,160.46028,"(-72.952220, 160.460280)"
27706,Frontier Mountain 01091,Valid,OC,0.0016,Found,2001.0,-72.95194,160.45444,"(-72.951940, 160.454440)"
27707,Frontier Mountain 01092,Valid,OC,0.004900000000000001,Found,2001.0,-72.95194,160.45444,"(-72.951940, 160.454440)"
27708,Frontier Mountain 01093,Valid,OC,0.0264,Found,2001.0,-72.95194,160.45556,"(-72.951940, 160.455560)"
27709,Frontier Mountain 01094,Valid,OC,0.0037,Found,2001.0,-72.95361,160.45306,"(-72.953610, 160.453060)"
27710,Frontier Mountain 01095,Valid,OC,0.0216,Found,2001.0,-72.95333,160.46083,"(-72.953330, 160.460830)"
27711,Frontier Mountain 01096,Valid,OC,0.0033,Found,2001.0,-72.95333,160.46194,"(-72.953330, 160.461940)"
27712,Frontier Mountain 01097,Valid,OC,0.0009,Found,2001.0,-72.95417,160.43833,"(-72.954170, 160.438330)"
27713,Frontier Mountain 01098,Valid,OC,0.0101,Found,2001.0,-72.95167,160.51167,"(-72.951670, 160.511670)"
27714,Frontier Mountain 01099,Valid,OC,0.0037,Found,2001.0,-72.95167,160.51167,"(-72.951670, 160.511670)"
27715,Frontier Mountain 01100,Valid,OC,0.011300000000000001,Found,2001.0,-72.95167,160.51167,"(-72.951670, 160.511670)"
27716,Frontier Mountain 01101,Valid,OC,0.0022,Found,2001.0,-72.95194,160.46056,"(-72.951940, 160.460560)"
27717,Frontier Mountain 01102,Valid,OC,0.0174,Found,2001.0,-72.95222,160.46139,"(-72.952220, 160.461390)"
27718,Frontier Mountain 01103,Valid,OC,0.002,Found,2001.0,-72.95417,160.41306,"(-72.954170, 160.413060)"
27719,Frontier Mountain 01104,Valid,OC,0.013900000000000001,Found,2001.0,-72.95167,160.51111,"(-72.951670, 160.511110)"
27720,Frontier Mountain 01105,Valid,OC,0.0025,Found,2001.0,-72.95028,160.51194,"(-72.950280, 160.511940)"
27721,Frontier Mountain 01106,Valid,OC,0.0095,Found,2001.0,-72.95194,160.50833,"(-72.951940, 160.508330)"
27722,Frontier Mountain 01107,Valid,OC,0.0092,Found,2001.0,-72.95222,160.50611,"(-72.952220, 160.506110)"
27723,Frontier Mountain 01108,Valid,OC,0.011699999999999999,Found,2001.0,-72.95278,160.46528,"(-72.952780, 160.465280)"
27724,Frontier Mountain 01109,Valid,OC,0.0047,Found,2001.0,-72.95278,160.46361,"(-72.952780, 160.463610)"
27725,Frontier Mountain 01085,Valid,OC,0.004200000000000001,Found,2001.0,-72.98889,160.40778,"(-72.988890, 160.407780)"
27726,Frontier Mountain 01032,Valid,OC,0.027,Found,2001.0,-72.99083,160.40333,"(-72.990830, 160.403330)"
27727,Frontier Mountain 01031,Valid,OC,0.009,Found,2001.0,-72.99,160.40389,"(-72.990000, 160.403890)"
27728,Frontier Mountain 01030,Valid,AA,0.006,Found,2001.0,-72.99083,160.4025,"(-72.990830, 160.402500)"
27729,Sayh al Uhaymir 075,Valid,OC,4.2612,Found,2001.0,20.6845,57.14067,"(20.684500, 57.140670)"
27730,Sayh al Uhaymir 076,Valid,OC,1.0249000000000001,Found,2001.0,20.7325,57.122,"(20.732500, 57.122000)"
27731,Sayh al Uhaymir 077,Valid,OC,0.0232,Found,2001.0,21.01183,57.33,"(21.011830, 57.330000)"
27732,Sayh al Uhaymir 078,Valid,OC,0.5986,Found,2001.0,21.004,57.31867,"(21.004000, 57.318670)"
27733,Sayh al Uhaymir 089,Valid,OC,2.618,Found,2001.0,20.88167,57.2,"(20.881670, 57.200000)"
27734,Sayh al Uhaymir 094,Valid,M,0.2233,Found,2001.0,20.99115,57.33877,"(20.991150, 57.338770)"
27735,Sayh al Uhaymir 103,Valid,OC,0.05,Found,2001.0,20.98333,57.32667,"(20.983330, 57.326670)"
27736,Sayh al Uhaymir 104,Valid,OC,0.136,Found,2001.0,21.01833,57.31333,"(21.018330, 57.313330)"
27737,Sayh al Uhaymir 105,Valid,OC,0.034,Found,2001.0,21.05833,57.29167,"(21.058330, 57.291670)"
27738,Sayh al Uhaymir 107,Valid,OC,0.258,Found,2001.0,20.92667,57.255,"(20.926670, 57.255000)"
27739,Sayh al Uhaymir 074,Valid,OC,0.4105,Found,2001.0,20.6275,57.16433,"(20.627500, 57.164330)"
27740,Sayh al Uhaymir 108,Valid,OC,0.016,Found,2001.0,21.06667,57.31667,"(21.066670, 57.316670)"
27741,Sayh al Uhaymir 114,Valid,OC,0.191,Found,2001.0,21.04667,57.255,"(21.046670, 57.255000)"
27742,Sayh al Uhaymir 118,Valid,OC,0.242,Found,2001.0,20.99833,57.32167,"(20.998330, 57.321670)"
27743,Sayh al Uhaymir 122,Valid,OC,0.13,Found,2001.0,21.07,57.31333,"(21.070000, 57.313330)"
27744,Sayh al Uhaymir 123,Valid,OC,0.12,Found,2001.0,21.02,57.28167,"(21.020000, 57.281670)"
27745,Sayh al Uhaymir 124,Valid,OC,0.184,Found,2001.0,21.00833,57.0,"(21.008330, 57.000000)"
27746,Sayh al Uhaymir 132,Valid,OC,0.01234,Found,2001.0,21.06831,57.31564,"(21.068310, 57.315640)"
27747,Sayh al Uhaymir 133,Valid,OC,0.853,Found,2001.0,20.99867,57.29467,"(20.998670, 57.294670)"
27748,Sayh al Uhaymir 134,Valid,OC,0.19058,Found,2001.0,21.03364,57.32064,"(21.033640, 57.320640)"
27749,Sayh al Uhaymir 135,Valid,OC,0.0077599999999999995,Found,2001.0,21.06481,57.27356,"(21.064810, 57.273560)"
27750,Sayh al Uhaymir 136,Valid,OC,0.129,Found,2001.0,21.06636,57.26758,"(21.066360, 57.267580)"
27751,Sayh al Uhaymir 113,Valid,OC,0.326,Found,2001.0,21.06,57.265,"(21.060000, 57.265000)"
27752,Sayh al Uhaymir 073,Valid,OC,1.8991,Found,2001.0,20.6515,57.169,"(20.651500, 57.169000)"
27753,Sayh al Uhaymir 072,Valid,OC,6.75,Found,2001.0,20.63817,57.169,"(20.638170, 57.169000)"
27754,Sayh al Uhaymir 071,Valid,OC,0.9319,Found,2001.0,20.819,57.26367,"(20.819000, 57.263670)"
27755,San Juan 001,Valid,OC,1.229,Found,2001.0,-25.575,-69.795,"(-25.575000, -69.795000)"
27756,Sahara 02500,Valid,OC,410.85,Found,2001.0,,,
27757,Sahara 01501,Valid,OC,0.2549,Found,2001.0,,,
27758,Sahara 01500,Valid,OC,2.059,Found,2001.0,,,
27759,Roosevelt County 106,Valid,OC,0.0988,Found,2001.0,34.21667,-103.93333,"(34.216670, -103.933330)"
27760,Roach Dry Lake 021,Valid,OC,0.0592,Found,2001.0,35.67298,-115.36717,"(35.672980, -115.367170)"
27761,Roach Dry Lake 006,Valid,OC,0.00653,Found,2001.0,35.68345,-115.34703,"(35.683450, -115.347030)"
27762,Red Dry Lake 009,Valid,OC,0.013,Found,2001.0,35.62723,-114.04323,"(35.627230, -114.043230)"
27763,Red Dry Lake 006,Valid,OC,0.04,Found,2001.0,35.62705,-114.04336,"(35.627050, -114.043360)"
27764,Red Dry Lake 005,Valid,OC,0.012,Found,2001.0,35.64645,-114.02853,"(35.646450, -114.028530)"
27765,Red Dry Lake 004,Valid,OC,0.0135,Found,2001.0,35.6464,-114.02849,"(35.646400, -114.028490)"
27766,Red Dry Lake 003,Valid,OC,0.094,Found,2001.0,35.64552,-114.03069,"(35.645520, -114.030690)"
27767,Red Dry Lake 002,Valid,OC,0.0215,Found,2001.0,35.65306,-114.02437,"(35.653060, -114.024370)"
27768,Sayh al Uhaymir 057,Valid,OC,0.088,Found,2001.0,21.06167,57.32667,"(21.061670, 57.326670)"
27769,Sayh al Uhaymir 058,Valid,OC,0.035,Found,2001.0,20.45667,56.65667,"(20.456670, 56.656670)"
27770,Sayh al Uhaymir 059,Valid,OC,0.062,Found,2001.0,20.54167,56.67833,"(20.541670, 56.678330)"
27771,Sayh al Uhaymir 060,Valid,M,0.04228,Found,2001.0,20.98,57.31833,"(20.980000, 57.318330)"
27772,Sayh al Uhaymir 062,Valid,OC,0.014,Found,2001.0,21.06,57.29,"(21.060000, 57.290000)"
27773,Sayh al Uhaymir 064,Valid,OC,0.216,Found,2001.0,21.0,57.31,"(21.000000, 57.310000)"
